,SMILES
109,CC1(C)C2CCC1(C)C(N=C(C(=O)C1N=c3cc(N(=O)O)ccc3=C1O)c1ccccc1)C2N=C(C(=O)C(=O)CC#N)c1ccccc1
110,CC1=NN(n2c(CSC(=S)N(C)C)nc3cc(N(=O)O)ccc32)C(=O)C1=NNc1cc(Cl)c(Cl)cc1Cl
111,CC(C)(C(=O)C1OC(C(N)=O)=CCC1Br)C(CC(=O)O)OC1Cc2ccccc21
112,CO[PH](O)(NC(CCC(=O)NC1CCCCC1)C(=O)c1ccc(N=Nc2ccccc2)cc1)C(C)Nc1nc2ccccc2nc(=O)c1NNc1cccc2ccccc12
113,NCC(=O)NC(=O)Nc1cncnc1
114,C=CC1CN2CCC1CC2c1c(-c2ncnc(N)n2)cc2c(c1O)C(CC(C)C)N(C)CC2
115,CC1=CCC(c2cc3c(c(N(=O)O)c2)CCC(C)N3C2(C)CCC(C)C2(C)C)C1(C)C
116,N#CC1=C(N)n2nc(O[PH](O)(O)O)nc2NC1c1ccc(O)c(I)c1
117,CC1=C(C(=O)c2cc(CC(Cl)=C(Cl)Cl)n3nc(N)c(N=Nc4cccc(N(=O)O)c4)c3n2)C(C)NC(=O)N1
118,CCCCC1=NC2(CCCC2)C(=O)N1CC(=O)C(C(=O)NC(C)=O)C(C)C#Cc1ccccc1
119,Cc1cccc(NOC(c2nnc3ccccc23)C(OC2CC(c3c(O)c4ccccc4n(C)c3=O)=Nc3ccccc3S2)C(OC(=O)O)C(COc2cc(C)c(C)cc2C)Oc2nnc3n2N=C(c2ccccc2)CS3)c1
120,CC(C)C(=O)Cn1c(C(=O)C(N)C(C)C)nc2ccccc21
121,C=C1C(=O)C23C(OCC(=O)n4cnc5c(N)ncnc54)CC4C5(C)CCCC4(C(=O)OC5)C2C(Oc2nnc(S)n2C)CC1C3OC(C)C#Cc1ccccc1
122,CC1CC2C(C(O)CC3(C)C2CCC3(O)OC2C(Nc3nnc(S)n3N=Cc3ccccc3)CC(N)C(OC3CCC4CCCCC4N3C)C2O)C2(C)C=CC(=O)C=C12
123,CCC(C(=O)CC(C)=NNS(O)(O)c1ccc(C)cc1)c1csc(C(C#N)=NNc2ccncc2)n1
124,CS(O)(O)c1ccc(N(c2ccc(COS(O)(O)c3ccccc3)cc2)n2cnc3c(=O)nc(N)nc32)cc1
125,CC(O)C(O)(C(=O)CCS)c1c(N(=O)O)cc2c(c1N(=O)O)NC(=O)CC2
126,C#CCN(C(C)CC(=O)C(Cl)(Cl)Cl)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(=O)CC21C
127,CC(=O)N=c1c(CC(N)=O)cc2cc3cc(C4CCC5C6CC(O)C7CC(O)CCC7(C)C6CCC45C)c(=NC(C)=O)n(C(C)=O)c3cc2n1C(C)=O
128,CC12CCCCC1CCC1C2CCC2(C)C(Oc3c(C#N)c(=O)n4c(sc5ccccc54)c3C3OCC4OC(O)C(O)C(O)C4O3)CCC12
129,O=C1CC2OCC=C3CN4CCC56c7cc(-c8cncn8)c(C(O)CBr)cc7N1C5C2C3CC46
130,Cc1ccc(CCC(C)CC(=O)C2CN=C(N)O2)o1
131,CC(O)CC(=O)Nc1ccccc1Cc1ccc(S(C)(O)O)cc1
132,CC1(Cc2cc3c(cc2N(=O)O)N(O)=C(c2ccccc2)C3=O)Nn2c(nnc2-c2cc(O)cc(O)c2)S1
133,CC1=C(C(=O)c2ccc(CC(O)=NNC(N)=O)c3c(=O)c(=O)c23)C(C)N=N1
134,CCC(C(=O)NN1N=C(C(F)(F)F)C(=NNc2cccc(C)c2C)C1=O)C1CCC2(C)C(CCC3C4CCC(O)C4(C)CCC32)C1
135,Cc1cc(C(CN=Cc2cccc(C=NCC(CCBr)Cc3cc(Br)cc(C#CC(=O)O)c3)c2)C2CCC3C4CCC5CCCCC5(C)C4CC(=O)C23C)ccc1N(=O)O
136,Cc1cc(C)c(NC2(c3cncnc3)CC34CCC5C(C)(c6cc(O)c7c(=O)c8cc(O)ccc8oc7c6)CCCC5(C)C3CCC2C4)c(C)c1
137,NSCCC(=O)NN=Cc1ccc(O)c(-c2cc3c(cc2N(=O)O)OCCO3)c1
138,CCCCC1=NC2(CCCC2)C(=O)N1CCCN(OC1(C)Cc2c(C)c(C)c(C)c(C)c21)c1ccccc1F
139,CC(C)C(=O)OC1COC(S(O)(O)c2ccccc2)C(ONc2ccc(Br)cc2)C1ONc1ccc(N)cc1
140,Cc1cc(C2(C#N)c3ccccc3CCc3ccccc3C2(C#N)C2NC(=O)NC2=O)cc2c1C(=O)C2
141,CC(=NNC(N)=O)C(C)COc1ccc(C(=S)N2CCOCC2)cc1OC1(c2ccccc2)Cc2ccccc21
142,Cc1nc(N(c2cccc(N)c2)c2onc(C)c2C)sc1N=Nc1ccccc1N(=O)O
143,O=C1NN=C(C(F)(F)F)C1=NNc1ccccc1C1SCC(Nc2cccnc2)N1c1ccc2cc(N(=O)O)ccc2c1
144,Cc1ccc(CC(=NO)c2cccc3ccccc23)c(Oc2ccc(O)cc2C)c1
145,Cc1cnc(-c2ccc(C(=S)N3CCCCC3)cc2Oc2nc(C)c(N=Nc3ccccc3N(=O)O)s2)nc1
146,NC(=O)C[SH](O)C(Cc1ccc2ccccc2c1)C1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1
147,CC1CCCCC1Nc1ccc(N=C(C#N)c2ccc(C(C#N)=Nc3ccc(C4C(=O)CC(C)(C)CC4=O)cc3)cc2)cc1
148,CC(CCC1(NCC(=O)O)Cc2cc(-c3cc(O)c(O)c(O)c3)ccc2C1=O)=NNC(N)=O
149,C=C1C(=O)C23C(OC(=O)O)CC4C(C)(C)CCC(OCCCO)C4(C)C2C(OCc2cc4ccccc4oc2=O)CC12OC(C)(C)OC23
150,CC1CC=CC=CC=CC=CC(OC(=O)CCC(=O)O)CC2OC(O)(CC(O)CC3OC3C=CC(=O)O1)CC(O)C2OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C
151,CCC(C)(O)Cc1cc(CC(=O)CC#N)cc(-n2c(=S)oc3ccccc32)c1
152,N=C(N)NN=C(C(=S)NC(=O)C1=NN(c2ccccc2)C2C(=O)N(c3cccc4c3CC(O)C(O)C4)C(=O)C12)c1ccccc1
153,Cc1ccccc1Nc1cccc2c1C(=O)OC(OC1CCC3C4CCC56OC5C(=O)C=CC6(O)C4CCC13C)(c1c(C)cc(O)nc1O)C2
154,CC(=O)n1c(C2OC(C(N)=O)=CCC2Br)c(ON2CCNCC2)c2ccc(N(=O)O)cc21
155,CC(=O)n1c(C(C)CC(C(N)=O)(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)C2C(=O)CC(C)(C)CC2=O)c(O)c2ccc(N(=O)O)cc21
156,O=C(O)CNOC(C(=O)Cc1coc2ccc(Br)cc2c1=O)c1nccs1
157,CC(NP(=O)(O)CCOC1CC2CCC(C1)N2C)C(=O)C1CCC2C3CCC4CC(=O)CCC4(C)C3CC(O)C12C
158,CNC(=NC#N)Nc1nc2ccc3c(NC4CC5=CC(=O)CCC5(C)C5CCC6(C)C(CCC67CCC(=O)O7)C45)cccc3c2nc1-c1nnc(S)n1N=Cc1ccc(Cl)cc1
159,CC(Cc1c(C)c(C)c(OC2CCC3C4CC=C5CC6(CCC5(C)C4CCC23C)OCCO6)c(Br)c1C)=NNc1ccc(N(=O)O)cc1N(=O)O
160,CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(O)c1ccc(S(N)(O)O)cc1C(=O)C(C(F)(F)F)C(F)(F)F
161,NNC(=O)CC(=O)CP(=O)(O)CCCCC(S)C(=O)O
162,CC12CCC(O)CC1CCC1C2CC(O)C2(C)C(Oc3ccc(C=O)cc3-c3ccc(C=NO)o3)CCC12
163,Cc1cc2ccccc2cc1-c1ccc2sc(CN3C(=O)CCC3=O)nc2c1
164,CCCC(=O)c1cc(Nc2cnc3cncnc3n2)ccc1OC(O)C(C)O
165,Cc1cc(Nc2cc3c(c4c2CCc2ccccc2-4)c(=O)n(-c2ccc4ccccc4n2)n3C)nc(C)n1
166,Cn1ncc2c(-c3c(-c4cc(Cl)c(Br)cc4Cl)nn(C(C#N)C(N)=S)c3N)ncnc21
167,Cc1nc2cc(N(=O)O)ccc2n1-c1cnc(NNc2cccc(Br)c2)nc1
168,CCC(C)NC(O)CNN1N=C(c2ccc(N(=O)O)cc2)CC1=O
169,Cc1ccncc1CC(Cl)Nc1ccc(F)c(F)c1F
170,Cc1ccc(C=NC2=NC(C(=O)C3=C(Nc4ccc5c6c4OC4C(O)C=CC7C(C5)N(C)CCC674)Oc4c(c(=O)oc5ccccc45)C3c3ccc(Br)cc3)N=N2)cc1
171,CC1(C)C(C(=O)c2coc(ON3C(=O)CCC3=O)c2S(O)(O)c2ccccc2)=Nc2ccccc21
172,O=N(O)c1cc(NCCOc2ccccc2N=C=S)cc(N(=O)O)c1
173,CC12CCC3(CC1=CCC1C2CCC2(C)C(c4cc5c(-c6ccc(Cl)c(N(=O)O)c6)c(CNS(O)(O)c6ccc(N)cc6)nnc5cc4CC(=O)NNc4ccccc4)CCC12)OCCO3
174,Cc1cc(Cc2c(C)cc(CCCC(C)(C)C(=O)O)c(C)c2C)nc(C)n1
175,CC(CC(Cl)=C(Cl)Cl)NC1CCC2C3C(O)CC4CC5(CCC4(C)C3CC(=O)C12C)OCCO5
176,Nc1ccc(S(O)(O)c2ccc(NOc3ccc4cc(ONc5nc6ccc(Br)cc6s5)ccc4c3)cc2)cc1
177,CCCCCCCCC(=O)NCCCC(=O)C(C#N)C(C)=O
178,CCCCCCCCCCNS(O)(O)c1cnccc1NC1C2=C(OC(=O)C1(C)C)C1(C)CCC3C(CC=C4CC(O)CCC43C)C1C2
179,C=C1C2CC(CC2C(=O)C(=NNc2ccccc2N(=O)O)C(=O)c2ccc(N(=O)O)o2)C1(C)C
180,Cc1cccc(NCc2cc(Cc3ccc4c(Br)cccc4c3)cc(Cc3nnc(S)n3N)c2)c1
181,O=C(C(=NNc1ccc(Br)cc1)S(O)(O)c1ccccc1)c1c(-c2ccc(N(=O)O)cc2)oc2c(Br)cc(Br)cc12
182,O=C(CS)C(=O)c1cc(Cl)ccc1Cl
183,Cc1ccc(Br)c(OC2CCC3C4CCC5=CC(=O)CCC5(C)C4CCC23C)c1-c1nc2c3ccccc3ccn2n1
184,CC(=O)CCNC(CNC(=S)NS(O)(O)c1ccc(C)cc1)=Nc1ccc(OC2NC3=C(C2=O)C(c2ccc(Br)cc2)c2c(c4ccccc4oc2=O)O3)cc1
185,CC1=C(C)C(C(O)CCC(=O)Oc2cc(C)ccc2C)N=N1
186,CC1(C)C(Cc2nnc3n2NCS3)=N(CC(=O)CC#N)c2ccccc21
187,CCCCCCCCCC1CC(O)CN1c1cc(C)n(C2=CC(C)N=N2)n1
188,CCC(C)Oc1cc(I)c(-c2ccccc2C2(C)CCc3oc4c(Br)cc(Br)cc4c3-c3oc(C)cc32)c(I)c1
189,Cc1ccc(S(O)(O)NC(=S)Nc2cc(CCCC(=O)O)cc3c(=O)c(=O)c23)cc1
190,Cc1cc(N(c2c(C)cccc2C)C23CC4CC(CC(C4)C2)C3)cc2c1C(=O)C2
191,CC1=NN(OC2CC3C(C)(C)CCCC3(C)C3=C2C(=O)C(C(C)C)=C(O)C3=O)C(=O)C1C(c1ncnc1C)C1C=C(c2ccccc2)NC1
192,CC12CCC3C(CC(O)C4(O)CC(O)CCC34C)C1CCC2C1(c2ccc(N)cc2N)Cc2cc(-c3nccs3)ccc2C(=O)O1
193,Cc1nccn1-c1cc(CC(=NO)C(=O)O)n(N)c(=O)c1C#N
194,CCCNCc1ccc(NCC2=C(C=NNc3ccc(N(=O)O)cc3N(=O)O)CCCC2)cc1
195,CC1=C(C(=O)c2cc(C3C=C(c4ccccc4)OC(c4ccccc4)=C3)cc([PH](O)(c3ccccc3)c3ccccc3)s2)SCCO1
196,CC(NP(=O)(O)CCCC(=O)O)C(=O)Cc1ccc(Br)cc1
